"","temperature","dewpoint_temperature","soil_temperature_level_1"
"2346",309.210876464844,276.974334716797,313.481689453125
"2347",309.966644287109,280.322540283203,313.990814208984
"2348",308.704925537109,276.328521728516,313.189208984375
"2349",300.281463623047,280.793975830078,307.549560546875
"2350",300.640289306641,278.08203125,306.846069335938
"2351",299.949432373047,261.771667480469,305.232574462891
"2352",299.1318359375,263.43115234375,303.260040283203
"2353",303.385833740234,266.049163818359,306.31787109375
"2354",306.289794921875,266.807037353516,309.337768554688
"2355",307.117034912109,267.715789794922,310.385314941406
"2356",305.207550048828,269.518402099609,309.793609619141
"2357",303.757720947266,271.244720458984,309.047912597656
"2358",305.036804199219,273.252105712891,309.396575927734
"2359",306.111694335938,274.519348144531,310.576385498047
"2360",305.241668701172,276.868560791016,310.254486083984
"2361",305.366851806641,275.67236328125,310.411468505859
"2362",306.174438476562,277.597015380859,311.422882080078
"2363",306.725402832031,279.413208007812,311.987762451172
"2364",308.270385742188,275.258514404297,312.777648925781
"2365",308.615447998047,276.829132080078,312.800933837891
"2366",308.339447021484,275.302307128906,312.878784179688
"2367",308.688812255859,277.613525390625,313.365264892578
"2368",309.313842773438,272.587310791016,313.553497314453
"2369",309.596160888672,276.106689453125,313.814666748047
"2370",309.267578125,277.044494628906,313.696411132812
"2371",308.32861328125,281.84765625,313.383636474609
"2372",303.548034667969,279.657379150391,309.928070068359
"2373",303.180511474609,274.249542236328,309.168731689453
"2374",305.733612060547,278.069915771484,311.542449951172
"2375",306.437133789062,274.932098388672,310.857208251953
"2376",308.296722412109,284.647796630859,313.029541015625
"2377",309.770904541016,284.473663330078,314.775665283203
"2378",310.257720947266,281.920135498047,314.884002685547
"2379",309.921722412109,271.483001708984,313.663055419922
"2380",309.710571289062,273.488067626953,313.347290039062
"2381",310.415893554688,273.802368164062,314.319458007812
"2382",309.520782470703,268.746490478516,313.438568115234
"2383",310.587738037109,282.900604248047,315.51416015625
"2384",312.584045410156,283.998626708984,317.398406982422
"2385",314.333160400391,282.068054199219,319.320587158203
"2386",314.562225341797,280.568878173828,318.915161132812
"2387",312.115631103516,277.027587890625,316.758514404297
"2388",310.247955322266,272.616363525391,315.085418701172
"2389",309.373199462891,274.814910888672,314.027313232422
"2390",310.193603515625,280.369018554688,315.228179931641
"2391",310.511383056641,281.545562744141,316.074584960938
"2392",311.597900390625,277.821746826172,316.711303710938
"2393",311.382446289062,273.679321289062,316.656463623047
"2394",310.012725830078,277.420318603516,315.135833740234
"2395",309.764129638672,285.820098876953,314.758514404297
"2396",308.629730224609,284.961883544922,313.350952148438
"2397",307.454315185547,281.089874267578,312.247161865234
"2398",307.320922851562,278.647552490234,312.892059326172
"2399",309.418090820312,282.991851806641,315.143890380859
"2400",310.716522216797,284.697845458984,316.159362792969
"2401",311.229827880859,275.550567626953,315.965484619141
"2402",311.197357177734,277.004272460938,315.585662841797
"2403",312.383666992188,279.143524169922,316.688568115234
"2404",314.451873779297,278.795776367188,317.724487304688
"2405",313.333618164062,283.956451416016,318.082244873047
"2406",311.675018310547,286.656646728516,316.636260986328
"2407",310.600250244141,284.486907958984,315.237274169922
